Billed_Qty,Product_MRP,Offtake_unit,Product_Cost,Profit_Margin,Category
40,141.5,10,96.02,135.8304,B
1,585,1,401.15,135.712,B
1,585,1,401.15,135.712,B
1,620,1,410.42,135.7044,B
1,584.8,1,401,135.68,B
30,188.45,10,127.88,135.6732,B
2,219.6,1,135.52,135.6352,B
2,219.6,1,135.52,135.6352,B
10,584.4,10,400.73,135.5824,B
1,849,1,637,135.56,B
30,292,15,200.23,135.4848,B
30,292,15,200.23,135.4848,B
50,130,10,87.22,135.402,B
1,615,1,406.44,135.4008,B
1,615,1,406.44,135.4008,B
1,615,1,406.44,135.4008,B
1,615,1,406.44,135.4008,B
1,563,1,362.61,135.1202,B
1,563,1,362.61,135.1202,B
30,262.57,14,178.17,135.042,B
30,262.57,14,178.17,135.042,B
3,187.5,1,127.23,135.0072,B
20,280,10,189.81,134.8256,B
30,218.08,15,134.53,134.8128,B
30,218.08,15,134.53,134.8128,B
30,218.08,15,134.53,134.8128,B
1,700,1,504.64,134.8032,B
1,700,1,504.64,134.8032,B
1,700,1,504.64,134.8032,B
11,33.41,1,18.89,134.7852,B
90,93.55,15,63.48,134.7144,B
2,280.5,1,190.34,134.6384,B
20,290,10,198.85,134.576,B
20,290,10,198.85,134.576,B
90,54,15,28.19,134.5632,B
120,166.4,30,118.56,134.4512,B
80,70,10,47.5,134.4,B
100,56,10,38,134.4,B
60,140,15,90.17,134.3976,B
1,560,1,360.68,134.3976,B
1,250,1,98,134.36,B
1,250,1,98,134.36,B
1,250,1,98,134.36,B
1,665,1,505.4,134.33,B
1,665,1,505.4,134.33,B
1,665,1,505.4,134.33,B
1,665,1,505.4,134.33,B
30,193,10,132.35,134.304,B
30,193,10,132.35,134.304,B
1,559.45,1,379.63,134.2644,B
1,559.45,1,379.63,134.2644,B
1,559.45,1,379.63,134.2644,B
1,559.45,1,379.63,134.2644,B
1,559.45,1,379.63,134.2644,B
1,559.45,1,379.63,134.2644,B
60,93.02,10,63.12,133.9536,B
60,139.5,15,94.66,133.9232,B
30,186,10,126.22,133.9008,B
30,279,15,189.33,133.9008,B
30,279,15,189.33,133.9008,B
30,279,15,189.33,133.9008,B
20,279,10,189.33,133.9008,B
20,279,10,189.33,133.9008,B
30,279,15,189.33,133.9008,B
30,279,15,189.33,133.9008,B
30,279,15,189.33,133.9008,B
30,279,15,189.33,133.9008,B
30,278.65,15,189.09,133.7384,B
30,278.65,15,189.09,133.7384,B
30,278.65,15,189.09,133.7384,B
30,278.65,15,189.09,133.7384,B
30,278.5,15,188.97,133.7072,B
30,278.54,15,189.01,133.6976,B
30,278.54,15,189.01,133.6976,B
30,278.54,15,189.01,133.6976,B
5,111.3,1,75.53,133.532,B
5,111.3,1,75.53,133.532,B
30,220,10,148.74,133.4604,B
20,278,10,188.64,133.4464,B
1,575,1,394.28,133.4064,B
40,114.7,10,72.64,133.3728,B
20,223.42,10,139.95,133.352,B
1,575,1,374.3,133.326,B
1,660,1,446.34,133.3188,B
1,660,1,446.34,133.3188,B
1,660,1,446.34,133.3188,B
1,660,1,446.34,133.3188,B
1,660,1,446.34,133.3188,B
30,185,10,125.53,133.2192,B
30,185,10,125.53,133.2192,B
60,92.5,10,62.77,133.1856,B
1,554.5,1,357.14,133.0748,B
1,554.5,1,357.14,133.0748,B
1,554.5,1,357.14,133.0748,B
60,92.4,10,62.7,133.056,B
1,421,1,257.11,133.0368,B
1,421,1,257.11,133.0368,B
1,421,1,257.11,133.0368,B
24,346.33,15,235.01,132.99008,B
2,296.84,1,205.67,132.9792,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
30,277,15,187.97,132.9472,B
1,650,1,461.7,132.896,B
1,650,1,461.7,132.896,B
1,650,1,461.7,132.896,B
1,650,1,461.7,132.896,B
1,650,1,461.7,132.896,B
10,553.55,10,375.62,132.8556,B
10,553.55,10,375.62,132.8556,B
20,276.76,10,187.81,132.8256,B
3,184.44,1,125.15,132.816,B
1,572.25,1,392.4,132.762,B
1,572.25,1,392.4,132.762,B
40,105,10,64.12,132.7424,B
28,276,14,187.28,132.4928,B
3,184,1,124.86,132.4704,B
3,184,1,124.86,132.4704,B
1,570,1,370.98,132.2436,B
4,142.5,1,97.72,132.2144,B
14,393.05,10,266.71,132.06872,B
30,93.45,15,24.5,132.02,B
10,550,10,354.24,131.9968,B
2,275,1,186.61,131.9936,B
1,549,1,372.51,131.7888,B
1,549,1,372.51,131.7888,B
1,549,1,372.51,131.7888,B
2,284,1,184.84,131.7776,B
2,284,1,184.84,131.7776,B
2,284,1,184.84,131.7776,B
30,274.5,15,186.27,131.7552,B
56,274.4,28,186.2,131.712,B
40,137.21,10,93.11,131.7072,B
30,182.9,10,124.11,131.6904,B
30,182.9,10,124.11,131.6904,B
2,260,1,173.38,131.6288,B
1,235,1,92.3,131.624,B
1,548,1,352.95,131.519,B
40,137,10,92.97,131.4944,B
1,432,1,268.33,131.4704,B
1,432,1,268.33,131.4704,B
1,432,1,268.33,131.4704,B
4,136.88,1,92.88,131.4176,B
4,136.88,1,92.88,131.4176,B
2,273.77,1,185.77,131.4152,B
20,273.75,10,185.76,131.3976,B
1,395,1,223.44,131.3408,B
1,547,1,371.17,131.2896,B
1,547,1,371.17,131.2896,B
3,145,1,90.39,131.2896,B
30,144.8,15,70.68,131.2768,B
1,860,1,617.64,131.1848,B
75,109.25,15,74.13,131.122,B
75,109.25,15,74.13,131.122,B
10,546,10,351.66,131.0412,B
10,546,10,351.66,131.0412,B
30,182,10,123.5,131.04,B
30,182,10,123.5,131.04,B
30,182,10,123.5,131.04,B
30,182,10,123.5,131.04,B
30,182,10,123.5,131.04,B
4,136.5,1,92.63,131.0176,B
4,136.5,1,92.63,131.0176,B
60,136.4,15,92.56,130.9312,B
60,136.4,15,92.56,130.9312,B
1,545.04,1,369.84,130.8192,B
1,545.04,1,369.84,130.8192,B
1,545.04,1,369.84,130.8192,B
30,363.34,20,246.55,130.806,B
30,363.34,20,246.55,130.806,B
1,545,1,351.02,130.7964,B
1,545,1,351.02,130.7964,B
1,545,1,351.02,130.7964,B
1,545,1,351.02,130.7964,B
1,545,1,351.02,130.7964,B
30,281,15,192.68,130.3968,B
30,281,15,192.68,130.3968,B
30,281,15,192.68,130.3968,B
1,999,1,775.62,130.3056,B
30,181,10,122.83,130.2912,B
1,749,1,552.44,130.2672,B
1,749,1,552.44,130.2672,B
1,749,1,552.45,130.256,B
1,749,1,552.45,130.256,B
1,749,1,552.45,130.256,B
1,749,1,552.45,130.256,B
1,749,1,552.45,130.256,B
30,180.85,10,122.73,130.1772,B
2,160,1,80.5,130.02,B
21,258,10,175.08,130.01184,B
30,86.5,15,19.21,129.9696,B
30,86.5,15,19.21,129.9696,B
30,86.5,15,19.21,129.9696,B
30,86.5,15,19.21,129.9696,B
2,250,1,156.8,129.952,B
2,270.73,1,183.71,129.9496,B
35,240,15,164.57,129.9237333,B
45,180.45,15,122.45,129.918,B
45,180.45,15,122.45,129.918,B
20,811.77,30,550.84,129.8861333,B
30,270.55,15,183.59,129.8584,B
30,270.55,15,183.59,129.8584,B
30,270.55,15,183.59,129.8584,B
30,270.55,15,183.59,129.8584,B
30,270.55,15,183.59,129.8584,B
2,151,1,76.85,129.856,B
40,105,10,64.77,129.8304,B
40,135.25,10,91.78,129.8256,B
1,559.45,1,383.63,129.7844,B
5,66.22,1,35.95,129.78,B
20,270.25,10,183.39,129.7064,B
30,180.1,10,122.21,129.6744,B
30,180.1,10,122.21,129.6744,B
30,180,10,122.14,129.6096,B
30,180,10,122.14,129.6096,B
1,540,1,366.42,129.6096,B
30,270,15,183.21,129.6096,B
1,540,1,366.42,129.6096,B
1,540,1,366.42,129.6096,B
1,540,1,366.42,129.6096,B
30,180,10,115.93,129.6078,B
30,540,30,390.86,129.597,B
30,540,30,390.86,129.597,B
1,540,1,347.8,129.596,B
1,540,1,347.8,129.596,B
2,270,1,183.22,129.5872,B
2,270,1,183.22,129.5872,B
2,270,1,183.22,129.5872,B
1,540,1,366.44,129.5872,B
60,139.5,15,95.65,129.488,B
30,150,10,101.78,129.393,B
45,179.65,15,121.9,129.366,B
30,179.55,10,121.84,129.2676,B
1,250,1,115,129.25,B
1,250,1,115,129.25,B
1,250,1,115,129.25,B
30,359,30,205.14,129.2432,B
30,278.54,15,191,129.24,B
20,269.15,10,182.64,129.1864,B
30,269,15,182.53,129.1328,B
30,269,15,182.53,129.1328,B
2,269,1,182.53,129.1328,B
2,269,1,182.53,129.1328,B
2,269.01,1,194.71,129.129,B
2,269.01,1,194.71,129.129,B
20,269,10,182.54,129.1104,B
20,269,10,182.54,129.1104,B
20,269,10,182.54,129.1104,B
3,179,1,115.28,128.9088,B
30,179,10,121.47,128.8608,B
30,179,10,121.47,128.8608,B
30,61.6,10,16.66,128.8224,B
4,134.2,1,91.07,128.8064,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
1,390,1,233.24,128.7712,B
8,87.75,2,49.62,128.7024,B
1,554.5,1,360.9,128.638,B
1,554.5,1,360.9,128.638,B
1,554.5,1,360.9,128.638,B
30,535.5,30,363.38,128.5144,B
120,133.81,30,90.8,128.456,B
50,107,10,72.61,128.384,B
4,1008,12,556.64,128.1877333,B
20,267,10,181.17,128.1792,B
20,267,10,181.17,128.1792,B
30,178,10,120.78,128.1792,B
30,178,10,120.78,128.1792,B
30,177.98,10,120.77,128.1528,B
3,70,1,24.38,128.0832,B
2,174.55,1,98.7,128.012,B
30,266.6,15,180.91,127.9616,B
1,532.4,1,342.9,127.778,B
4,133,1,85.66,127.6848,B
4,133,1,85.66,127.6848,B
1,532,1,361,127.68,B
1,532,1,361,127.68,B
40,137.6,10,94.36,127.6672,B
1,550,1,357.96,127.6072,B
1,550,1,357.96,127.6072,B
1,550,1,357.96,127.6072,B
1,550,1,357.96,127.6072,B
1,550,1,357.96,127.6072,B
30,189.89,10,131.57,127.5948,B
20,21.95,1,14.83,127.57,B
30,210.15,15,130.71,127.5096,B
1,549,1,376.44,127.3872,B
15,549.03,15,376.47,127.3836,B
30,182.9,10,125.41,127.3224,B
15,548.76,15,376.29,127.3152,B
10,530,10,359.64,127.2032,B
10,530,10,359.64,127.2032,B
20,265,10,170.68,127.1952,B
2,265,1,179.83,127.1808,B
2,265,1,179.83,127.1808,B
2,265,1,179.83,127.1808,B
30,265,15,179.83,127.1808,B
30,265,15,179.83,127.1808,B
30,265,15,179.83,127.1808,B
30,265,15,179.83,127.1808,B
30,265,15,179.83,127.1808,B
30,265,15,179.83,127.1808,B
20,260,15,147.02,127.1168,B
20,260,15,147.02,127.1168,B
20,132.36,5,89.81,127.0912,B
20,132.36,5,89.81,127.0912,B
1,799,1,600,127,B
2,275,1,188.91,126.8416,B
45,176.13,15,119.52,126.8028,B
45,176.13,15,119.52,126.8028,B
45,176.13,15,119.52,126.8028,B
45,176.13,15,119.52,126.8028,B
60,105,15,62.12,126.7936,B
60,105,15,62.12,126.7936,B
60,105,15,62.12,126.7936,B
60,105,15,62.12,126.7936,B
60,105,15,62.12,126.7936,B
40,198,15,134.36,126.7114667,B
20,395.98,15,286.62,126.7053333,B
20,395.98,15,286.62,126.7053333,B
20,395.98,15,286.62,126.7053333,B
30,273,15,187.2,126.672,B
30,273,15,187.2,126.672,B
4,100,1,65.08,126.664,B
4,100,1,65.08,126.664,B
30,115,10,65.03,126.4992,B
1,545,1,354.71,126.4422,B
1,545,1,354.71,126.4422,B
12,658.5,15,424.12,126.43072,B
30,181.6,10,124.52,126.4128,B
30,200,15,122.15,126.384,B
30,200,15,122.15,126.384,B
10,544.5,10,373.37,126.3256,B
15,360,10,246.24,126.3168,B
2,263,1,178.47,126.2272,B
15,525.74,15,356.75,126.18,B
15,525.74,15,356.75,126.18,B
30,175.18,10,118.87,126.1368,B
30,175.18,10,118.87,126.1368,B
28,262.57,14,178.17,126.0392,B
28,262.57,14,178.17,126.0392,B
1,525,1,338.13,126.0066,B
30,175,10,118.75,126,B
30,175,10,118.75,126,B
1,525,1,356.25,126,B
30,175,10,118.75,126,B
30,175,10,118.75,126,B
30,262.4,15,178.06,125.9456,B
30,262.4,15,178.06,125.9456,B
30,262.4,15,178.06,125.9456,B
30,262.4,15,178.06,125.9456,B
20,171.55,10,97.01,125.7976,B
30,262,15,177.78,125.7728,B
2,270,1,184.95,125.712,B
3,135,1,83.13,125.6832,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
10,622,10,443.18,125.6384,B
5,80,1,49,125.6,B
240,194.56,120,117.65,125.584,B
240,194.56,120,117.65,125.584,B
15,523,15,378.56,125.512,B
15,523,15,378.56,125.512,B
15,523,15,378.56,125.512,B
15,523,15,378.56,125.512,B
100,52.3,10,35.49,125.512,B
2,460,1,354.71,125.4496,B
45,174,15,118.03,125.4192,B
45,174,15,118.03,125.4192,B
5,313.5,3,212.73,125.404,B
10,450,10,289.84,125.3792,B
10,450,10,289.84,125.3792,B
10,450,10,289.84,125.3792,B
30,261.08,15,177.17,125.2992,B
1,522,1,354.22,125.2736,B
1,522,1,354.22,125.2736,B
1,522,1,354.22,125.2736,B
1,522,1,354.22,125.2736,B
30,270,15,185.15,125.264,B
30,174,10,118.08,125.2512,B
2,270,1,185.16,125.2416,B
60,130.45,15,88.52,125.2304,B
60,86.91,10,58.97,125.1816,B
30,173.51,10,117.74,124.9236,B
60,99.98,15,61.39,124.8928,B
30,173.51,10,117.75,124.89,B
1,645,1,440.78,124.8796,B
20,309,10,220.16,124.8416,B
2,309,1,220.16,124.8416,B
2,309,1,220.16,124.8416,B
45,173.4,15,117.67,124.8288,B
45,173.4,15,117.67,124.8288,B
20,260,10,176.42,124.8192,B
2,260,1,176.42,124.8192,B
1,520,1,334.91,124.8062,B
8,455,7,293.05,124.8011429,B
10,520,10,352.86,124.7968,B
10,520,10,352.86,124.7968,B
1,520,1,352.86,124.7968,B
1,520,1,352.86,124.7968,B
1,520,1,352.86,124.7968,B
1,520,1,352.86,124.7968,B
20,260,15,141.02,124.7952,B
20,260,10,167.46,124.7944,B
2,260,1,167.46,124.7944,B
20,260,10,167.46,124.7944,B
30,173.25,10,117.56,124.7484,B
2,259.85,1,176.33,124.7208,B
20,170,10,91.24,124.6736,B
20,170,10,91.24,124.6736,B
20,170,10,91.24,124.6736,B
20,170,10,91.24,124.6736,B
20,170,10,91.24,124.6736,B
15,519.09,15,352.24,124.5812,B
30,172.7,10,117.19,124.3416,B
30,172.7,10,117.19,124.3416,B
30,172.7,10,117.19,124.3416,B
50,103.6,10,70.3,124.32,B
10,518,10,351.5,124.32,B
60,129.4,15,87.8,124.256,B
2,149.5,1,74.07,124.1948,B
2,295,1,207.96,124.1696,B
30,172.4,10,116.98,124.1472,B
30,172.4,10,116.98,124.1472,B
30,172.4,10,116.98,124.1472,B
30,172.4,10,116.98,124.1472,B
1,415,1,259.7,124.136,B
1,415,1,259.7,124.136,B
1,415,1,259.7,124.136,B
1,415,1,259.7,124.136,B
1,415,1,259.7,124.136,B
1,415,1,259.7,124.136,B
45,172.3,15,116.92,124.0488,B
2,258.4,1,175.34,124.0384,B
1,595,1,399.18,123.9676,B
1,595,1,399.18,123.9676,B
40,129,10,87.53,123.8656,B
30,172,10,116.72,123.8208,B
30,172,10,116.72,123.8208,B
30,172,10,116.72,123.8208,B
30,172,10,116.72,123.8208,B
30,172,10,116.72,123.8208,B
20,258,10,175.08,123.8208,B
20,258,10,175.08,123.8208,B
1,749,1,558.26,123.7488,B
1,749,1,558.26,123.7488,B
1,749,1,558.26,123.7488,B
1,749,1,558.26,123.7488,B
1,749,1,558.27,123.7376,B
1,749,1,558.27,123.7376,B
30,257.7,15,174.87,123.6912,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,515,30,349.47,123.5936,B
30,171.6,10,116.44,123.5616,B
1,514.25,1,348.95,123.426,B
30,257,15,174.39,123.3664,B
1,165,1,37.24,123.2912,B
1,165,1,37.24,123.2912,B
1,165,1,37.24,123.2912,B
1,165,1,37.24,123.2912,B
8,42,1,23.75,123.2,B
1,336,1,190,123.2,B
1,336,1,190,123.2,B
1,336,1,190,123.2,B
1,513.16,1,348.21,123.1648,B
30,171,10,116.03,123.1392,B
30,513,30,330.41,123.1162,B
30,513,30,330.41,123.1162,B
30,513,30,330.41,123.1162,B
30,256.5,15,174.06,123.1056,B
30,256.5,15,174.06,123.1056,B
60,85.48,10,58.01,123.0528,B
14,366,10,248.36,122.97152,B
15,548.76,15,380.21,122.9248,B
1,511.89,1,347.36,122.8468,B
1,511.89,1,347.36,122.8468,B
30,255.8,15,173.57,122.8032,B
30,255.8,15,173.57,122.8032,B
30,255.8,15,173.57,122.8032,B
3,55,1,12.57,122.7648,B
30,238.7,14,161.98,122.748,B
1,205,1,78.4,122.68,B
30,170.3,10,115.56,122.6184,B
30,170.3,10,115.56,122.6184,B
30,170.3,10,115.56,122.6184,B
30,170.3,10,115.57,122.5848,B
30,170.3,10,115.57,122.5848,B
2,264,1,171.82,122.5048,B
2,264,1,171.82,122.5048,B
15,99.5,10,15.93,122.4876,B
60,85,10,57.67,122.4576,B
30,255,15,173.03,122.4128,B
30,198,15,122.14,122.4064,B
30,198,15,122.14,122.4064,B
30,198,15,122.14,122.4064,B
1,510,1,328.47,122.4054,B
30,170,10,115.36,122.3904,B
30,170,10,115.36,122.3904,B
30,170,10,115.36,122.3904,B
30,170,10,115.36,122.3904,B
3,170,1,115.36,122.3904,B
30,170,10,115.36,122.3904,B
10,509.25,10,345.56,122.2228,B
1,225,1,98,122.1,B
1,225,1,98,122.1,B
1,225,1,98,122.1,B
30,169.5,10,115.02,122.0328,B
30,169.5,10,115.02,122.0328,B
30,169.5,10,115.02,122.0328,B
40,140,20,70.56,121.9456,B
1,508,1,327.19,121.9158,B
20,254,10,172.36,121.9136,B
1,525,1,341.69,121.8058,B
1,525,1,341.69,121.8058,B
50,101.5,10,68.88,121.772,B
8,126.8,2,86.04,121.7408,B
30,169,10,114.67,121.7088,B
30,169,10,114.67,121.7088,B
30,169,10,114.67,121.7088,B
30,169,10,114.67,121.7088,B
30,253.45,15,171.99,121.6424,B
1,348,1,215.6,121.62,B
1,348,1,215.6,121.62,B
1,348,1,215.6,121.62,B
30,262,15,170.52,121.5728,B
30,253.25,15,171.86,121.5336,B
2,253,1,171.67,121.4592,B
50,120,10,81.13,121.333,B
45,168.5,15,114.34,121.3176,B
20,165.41,10,93.54,121.2904,B
20,329,10,227.43,121.2652,B
20,329,10,227.43,121.2652,B
30,252.52,15,171.35,121.216,B
2,252.5,1,171.34,121.1984,B
60,87,10,59.65,121.152,B
2,208,1,131.66,121.0816,B
30,180,10,124.71,120.9744,B
8,42,1,24,120.96,B
30,167.89,10,113.92,120.8988,B
30,251.5,15,170.66,120.7216,B
30,251.5,15,170.66,120.7216,B
20,377.25,15,255.99,120.7216,B
15,503,15,341.33,120.7104,B
1,503,1,341.33,120.7104,B
2,251.48,1,170.65,120.704,B
2,251.48,1,170.65,120.704,B
5,597.36,5,453.99,120.6705,B
5,597.36,5,453.99,120.6705,B
1,502.5,1,323.65,120.593,B
1,502.5,1,323.65,120.593,B
1,204,1,74.48,120.5824,B
1,204,1,74.48,120.5824,B
1,204,1,74.48,120.5824,B
1,204,1,74.48,120.5824,B
1,204,1,74.48,120.5824,B
1,204,1,74.48,120.5824,B
20,251.2,10,170.46,120.5696,B
10,390,10,228.35,120.547,B
10,390,10,228.35,120.547,B
10,390,10,228.35,120.547,B
30,130,10,76.12,120.5352,B
3,130,1,80.2,120.528,B
3,130,1,80.2,120.528,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
1,596.53,1,453.36,120.502,B
70,71.65,10,48.61,120.4476,B
30,16.7,1,11.33,120.312,B
30,167,10,113.33,120.2112,B
30,167,10,113.33,120.2112,B
30,167,10,113.33,120.2112,B
30,167,10,113.33,120.2112,B
30,167,10,113.33,120.2112,B
30,167,10,113.33,120.2112,B
100,100.12,20,67.93,120.192,B
2,259,1,168.57,120.1748,B
30,129.5,10,79.89,120.0696,B
120,50,10,35.71,120.0576,C
30,172.4,10,118.21,120.0144,C
30,172.4,10,118.21,120.0144,C
2,250,1,169.64,120.0064,C
2,250,1,169.64,120.0064,C
30,250,15,169.64,120.0064,C
10,500,10,322.03,120.0046,C
10,500,10,322.03,120.0046,C
10,500,10,322.03,120.0046,C
2,250,1,161.02,119.9928,C
60,125,15,84.83,119.9616,C
14,357,10,229.93,119.95564,C
10,50,1,32.21,119.922,C
60,124.9,15,84.75,119.92,C
60,124.9,15,84.75,119.92,C
60,124.9,15,84.75,119.92,C
4,103.1,1,65.3,119.856,C
1,593,1,422.51,119.7888,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,321.39,119.7598,C
1,499,1,338.61,119.7568,C
1,499,1,338.61,119.7568,C
10,499,10,338.61,119.7568,C
10,499,10,338.61,119.7568,C
1,200,1,76.44,119.738,C
20,258,10,176.92,119.6992,C
1,498.4,1,338.2,119.616,C
30,166,10,112.64,119.5296,C
20,249,10,160.37,119.5268,C
2,166,1,94.86,119.5136,C
2,166,1,94.86,119.5136,C
30,249,15,168.97,119.5072,C
10,497.75,10,337.76,119.4588,C
1,497.71,1,337.73,119.4524,C
15,331.75,10,225.12,119.4234,C
5,44,1,17.97,119.368,C
5,44,1,17.97,119.368,C
5,44,1,17.97,119.368,C
30,248.6,15,168.69,119.3344,C
30,248.6,15,168.69,119.3344,C
30,180,10,125.2,119.328,C
1,497,1,337.25,119.28,C
10,299,10,160.48,119.2624,C
25,298,15,202.22,119.1893333,C
25,298,15,202.22,119.1893333,C
1,590,1,420.38,119.1744,C
26,125,10,70.69,119.15072,C
2,248,1,168.28,119.0528,C
2,248,1,168.28,119.0528,C
1,495.55,1,336.26,118.9388,C
1,495.55,1,336.26,118.9388,C
3,131.3,1,81.84,118.9176,C
50,99,10,67.17,118.848,C
30,247.58,15,168,118.84,C
30,247.58,15,168,118.84,C
30,247.58,15,168,118.84,C
3,108,1,61.07,118.8048,C
1,495,1,318.81,118.8042,C
1,495,1,318.81,118.8042,C
1,495,1,318.81,118.8042,C
1,495,1,318.81,118.8042,C
1,495,1,376.2,118.8,C
1,495,1,376.2,118.8,C
45,110,10,70.85,118.7865,C
30,165,10,111.97,118.7808,C
30,246.98,15,167.59,118.5584,C
30,246.98,15,167.59,118.5584,C
30,246.98,15,167.59,118.5584,C
30,246.98,15,167.59,118.5584,C
1,494,1,335.22,118.5536,C
1,494,1,335.22,118.5536,C
30,247,15,167.61,118.5536,C
1,494,1,335.22,118.5536,C
20,247,10,167.61,118.5536,C
1,436,1,283.57,118.4016,C
2,102,1,38.22,118.3872,C
2,102,1,38.22,118.3872,C
2,102,1,38.22,118.3872,C
2,102,1,38.22,118.3872,C
2,102,1,38.22,118.3872,C
30,170,10,116.57,118.3248,C
30,246.4,15,167.2,118.272,C
15,492.65,15,334.3,118.234,C
30,164.19,10,111.42,118.1988,C
10,246.23,5,167.09,118.1784,C
3,164.1,1,111.35,118.164,C
2,246,1,166.92,118.0992,C
60,82,10,55.64,118.0992,C
60,81.98,10,55.63,118.0464,C
60,81.98,10,55.63,118.0464,C
60,81.98,10,55.63,118.0464,C
60,122.89,15,83.39,117.9728,C
120,122.68,30,83.25,117.76,C
30,163.5,10,110.95,117.708,C
30,163.5,10,110.95,117.708,C
30,169,10,115.88,117.6432,C
30,169,10,115.88,117.6432,C
1,490,1,315.59,117.6038,C
1,490,1,315.59,117.6038,C
1,490,1,315.59,117.6038,C
20,245,10,166.25,117.6,C
1,490,1,372.4,117.6,C
1,490,1,372.4,117.6,C
1,490,1,332.5,117.6,C
20,245,10,166.25,117.6,C
1,490,1,332.5,117.6,C
20,245,10,166.25,117.6,C
30,245,15,166.25,117.6,C
20,245,10,166.25,117.6,C
20,245,10,166.25,117.6,C
1,490,1,372.4,117.6,C
1,490,1,372.4,117.6,C
1,490,1,332.5,117.6,C
30,163.35,10,110.85,117.594,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,205,1,83.3,117.535,C
1,395,1,235.2,117.464,C
1,395,1,235.2,117.464,C
1,395,1,235.2,117.464,C
1,395,1,235.2,117.464,C
1,395,1,235.2,117.464,C
1,395,1,235.2,117.464,C
20,244.65,10,166.01,117.4376,C
20,244.65,10,166.01,117.4376,C
360,44.45,30,30.95,117.432,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,210,1,88.2,117.39,C
1,490,1,315.78,117.3796,C
1,490,1,315.78,117.3796,C
1,490,1,315.78,117.3796,C
30,244.5,15,165.91,117.3616,C
20,225,10,148.5,117.36,C
1,489,1,331.83,117.3504,C
1,489,1,331.83,117.3504,C
30,163,10,110.61,117.3504,C
30,163,10,110.61,117.3504,C
20,160,10,85.87,117.3468,C
20,160,10,85.87,117.3468,C
20,115,10,50.35,117.216,C
4,122,1,82.78,117.1456,C
4,94.75,1,58.45,117.144,C
30,211.5,15,136.68,116.8368,C
30,211.5,15,136.68,116.8368,C
30,211.5,15,136.68,116.8368,C
30,211.5,15,136.68,116.8368,C
3,130,1,77.17,116.8182,C
10,340.55,7,231.09,116.756,C
30,162,10,109.92,116.6688,C
1,486.1,1,329.86,116.6568,C
1,486.1,1,329.86,116.6568,C
12,243,6,164.89,116.6464,C
12,243,6,164.89,116.6464,C
12,243,6,164.89,116.6464,C
30,162,10,104.34,116.6364,C
20,243,10,156.51,116.6364,C
1,486,1,313.02,116.6364,C
10,318.05,10,179.85,116.618,C
30,106,10,59.94,116.6016,C
30,242.85,15,164.79,116.5704,C
40,242.84,20,164.79,116.5504,C
30,242.75,15,164.72,116.5272,C
30,242.75,15,164.72,116.5272,C
